	Chord length [m]	FS velocity [m/s]	SSD thickness [m]	Sound pressure [dB]
1227	0.0254	39.6	0.022902799999999997	120.71600000000001
1228	0.0254	39.6	0.022902799999999997	123.416
1229	0.0254	39.6	0.022902799999999997	129.776
1230	0.0254	39.6	0.022902799999999997	137.026
1231	0.0254	39.6	0.022902799999999997	137.076
1232	0.0254	39.6	0.022902799999999997	128.416
1233	0.0254	39.6	0.022902799999999997	126.446
1234	0.0254	39.6	0.022902799999999997	122.21600000000001
1235	0.0254	39.6	0.022902799999999997	121.256
1236	0.0254	39.6	0.022902799999999997	121.306
1237	0.0254	39.6	0.022902799999999997	120.85600000000001
1238	0.0254	39.6	0.022902799999999997	119.646
1239	0.0254	39.6	0.022902799999999997	118.816
1240	0.1016	71.3	0.00121072	124.155
1241	0.1016	71.3	0.00121072	126.805
1242	0.1016	71.3	0.00121072	128.825
1243	0.1016	71.3	0.00121072	130.335
1244	0.1016	71.3	0.00121072	131.725
1245	0.1016	71.3	0.00121072	132.095
1246	0.1016	71.3	0.00121072	132.595
1247	0.1016	71.3	0.00121072	131.955
1248	0.1016	71.3	0.00121072	130.935
1249	0.1016	71.3	0.00121072	130.795
1250	0.1016	71.3	0.00121072	129.395
1251	0.1016	71.3	0.00121072	125.465
1252	0.1016	71.3	0.00121072	123.305
1253	0.1016	71.3	0.00121072	119.375
1254	0.1016	55.5	0.00131983	126.17
1255	0.1016	55.5	0.00131983	127.92
1256	0.1016	55.5	0.00131983	129.8
1257	0.1016	55.5	0.00131983	131.43
1258	0.1016	55.5	0.00131983	132.05
1259	0.1016	55.5	0.00131983	132.54
1260	0.1016	55.5	0.00131983	133.04
1261	0.1016	55.5	0.00131983	131.78
1262	0.1016	55.5	0.00131983	129.5
1263	0.1016	55.5	0.00131983	128.36
1264	0.1016	55.5	0.00131983	127.73
1265	0.1016	55.5	0.00131983	124.45
1266	0.1016	55.5	0.00131983	121.93
1267	0.1016	55.5	0.00131983	119.91
1268	0.1016	39.6	0.00146332	125.40100000000001
1269	0.1016	39.6	0.00146332	128.401
1270	0.1016	39.6	0.00146332	130.781
1271	0.1016	39.6	0.00146332	132.27100000000002
1272	0.1016	39.6	0.00146332	133.261
1273	0.1016	39.6	0.00146332	133.251
1274	0.1016	39.6	0.00146332	132.611
1275	0.1016	39.6	0.00146332	130.961
1276	0.1016	39.6	0.00146332	127.801
1277	0.1016	39.6	0.00146332	126.021
1278	0.1016	39.6	0.00146332	125.631
1279	0.1016	39.6	0.00146332	122.34100000000001
1280	0.1016	39.6	0.00146332	119.561
1281	0.1016	31.7	0.00150092	126.413
1282	0.1016	31.7	0.00150092	129.053
1283	0.1016	31.7	0.00150092	131.313
1284	0.1016	31.7	0.00150092	133.063
1285	0.1016	31.7	0.00150092	133.553
1286	0.1016	31.7	0.00150092	133.153
1287	0.1016	31.7	0.00150092	132.003
1288	0.1016	31.7	0.00150092	129.97299999999998
1289	0.1016	31.7	0.00150092	126.93299999999999
1290	0.1016	31.7	0.00150092	124.39299999999999
1291	0.1016	31.7	0.00150092	124.25299999999999
1292	0.1016	31.7	0.00150092	120.193
1293	0.1016	31.7	0.00150092	115.89299999999999
1294	0.1016	71.3	0.00202822	131.07399999999998
1295	0.1016	71.3	0.00202822	131.434
1296	0.1016	71.3	0.00202822	132.304
1297	0.1016	71.3	0.00202822	133.664
1298	0.1016	71.3	0.00202822	134.034
1299	0.1016	71.3	0.00202822	133.894
1300	0.1016	71.3	0.00202822	132.114
1301	0.1016	71.3	0.00202822	128.704
1302	0.1016	71.3	0.00202822	127.054
1303	0.1016	71.3	0.00202822	124.904
1304	0.1016	71.3	0.00202822	121.234
1305	0.1016	71.3	0.00202822	116.694
1306	0.1016	55.5	0.002211	126.59899999999999
1307	0.1016	55.5	0.002211	129.119
1308	0.1016	55.5	0.002211	131.129
1309	0.1016	55.5	0.002211	132.769
1310	0.1016	55.5	0.002211	133.649
1311	0.1016	55.5	0.002211	133.649
1312	0.1016	55.5	0.002211	132.889
1313	0.1016	55.5	0.002211	130.629
1314	0.1016	55.5	0.002211	127.229
1315	0.1016	55.5	0.002211	124.839
1316	0.1016	55.5	0.002211	123.839
1317	0.1016	55.5	0.002211	120.569
1318	0.1016	55.5	0.002211	115.65899999999999
1319	0.1016	39.6	0.00245138	127.251
1320	0.1016	39.6	0.00245138	129.991
1321	0.1016	39.6	0.00245138	131.971
1322	0.1016	39.6	0.00245138	133.211
1323	0.1016	39.6	0.00245138	133.071
1324	0.1016	39.6	0.00245138	132.30100000000002
1325	0.1016	39.6	0.00245138	130.791
1326	0.1016	39.6	0.00245138	128.401
1327	0.1016	39.6	0.00245138	124.881
1328	0.1016	39.6	0.00245138	122.37100000000001
1329	0.1016	39.6	0.00245138	120.851
1330	0.1016	39.6	0.00245138	118.09100000000001
1331	0.1016	39.6	0.00245138	115.321
1332	0.1016	31.7	0.00251435	128.952
1333	0.1016	31.7	0.00251435	131.362
1334	0.1016	31.7	0.00251435	133.012
1335	0.1016	31.7	0.00251435	134.02200000000002
1336	0.1016	31.7	0.00251435	133.40200000000002
1337	0.1016	31.7	0.00251435	131.642
1338	0.1016	31.7	0.00251435	130.392
1339	0.1016	31.7	0.00251435	128.252
1340	0.1016	31.7	0.00251435	124.852
1341	0.1016	31.7	0.00251435	122.08200000000001
1342	0.1016	31.7	0.00251435	120.70200000000001
1343	0.1016	31.7	0.00251435	117.432
1344	0.1016	71.3	0.00478288	131.44799999999998
1345	0.1016	71.3	0.00478288	134.47799999999998
1346	0.1016	71.3	0.00478288	136.75799999999998
1347	0.1016	71.3	0.00478288	137.658
1348	0.1016	71.3	0.00478288	136.678
1349	0.1016	71.3	0.00478288	134.56799999999998
1350	0.1016	71.3	0.00478288	131.458
1351	0.1016	71.3	0.00478288	124.458
1352	0.1016	55.5	0.0052139	129.343
1353	0.1016	55.5	0.0052139	133.023
1354	0.1016	55.5	0.0052139	135.953
1355	0.1016	55.5	0.0052139	137.233
1356	0.1016	55.5	0.0052139	136.88299999999998
1357	0.1016	55.5	0.0052139	133.653
1358	0.1016	55.5	0.0052139	129.653
1359	0.1016	55.5	0.0052139	124.273
1360	0.1016	39.6	0.00578076	128.295
1361	0.1016	39.6	0.00578076	130.955
1362	0.1016	39.6	0.00578076	133.355
1363	0.1016	39.6	0.00578076	134.625
1364	0.1016	39.6	0.00578076	134.515
1365	0.1016	39.6	0.00578076	132.395
1366	0.1016	39.6	0.00578076	127.375
1367	0.1016	39.6	0.00578076	122.235
1368	0.1016	31.7	0.00592927	126.266
1369	0.1016	31.7	0.00592927	128.296
1370	0.1016	31.7	0.00592927	130.20600000000002
1371	0.1016	31.7	0.00592927	132.116
1372	0.1016	31.7	0.00592927	132.886
1373	0.1016	31.7	0.00592927	131.636
1374	0.1016	31.7	0.00592927	129.256
1375	0.1016	31.7	0.00592927	124.346
1376	0.1016	31.7	0.00592927	120.446
1377	0.1016	71.3	0.0103088	133.503
1378	0.1016	71.3	0.0103088	134.533
1379	0.1016	71.3	0.0103088	136.583
1380	0.1016	71.3	0.0103088	138.123
1381	0.1016	71.3	0.0103088	138.523
1382	0.1016	71.3	0.0103088	138.423
1383	0.1016	71.3	0.0103088	137.813
1384	0.1016	71.3	0.0103088	135.433
1385	0.1016	71.3	0.0103088	132.793
1386	0.1016	71.3	0.0103088	128.763
1387	0.1016	71.3	0.0103088	124.23299999999999
1388	0.1016	71.3	0.0103088	123.62299999999999
1389	0.1016	71.3	0.0103088	123.26299999999999
1390	0.1016	71.3	0.0103088	120.243
1391	0.1016	71.3	0.0103088	116.723
1392	0.1016	71.3	0.0103088	117.25299999999999
1393	0.1016	39.6	0.012459600000000001	133.42
1394	0.1016	39.6	0.012459600000000001	134.34
1395	0.1016	39.6	0.012459600000000001	135.38
1396	0.1016	39.6	0.012459600000000001	135.54
1397	0.1016	39.6	0.012459600000000001	133.79
1398	0.1016	39.6	0.012459600000000001	131.92
1399	0.1016	39.6	0.012459600000000001	130.94
1400	0.1016	39.6	0.012459600000000001	129.58
1401	0.1016	39.6	0.012459600000000001	127.71
1402	0.1016	39.6	0.012459600000000001	123.82
1403	0.1016	39.6	0.012459600000000001	119.04
1404	0.1016	39.6	0.012459600000000001	119.19
1405	0.1016	39.6	0.012459600000000001	119.35
1406	0.1016	39.6	0.012459600000000001	116.22
1407	0.1016	39.6	0.012459600000000001	113.08
1408	0.1016	39.6	0.012459600000000001	113.11
1409	0.1016	71.3	0.033779199999999995	130.588
1410	0.1016	71.3	0.033779199999999995	131.56799999999998
1411	0.1016	71.3	0.033779199999999995	137.06799999999998
1412	0.1016	71.3	0.033779199999999995	139.428
1413	0.1016	71.3	0.033779199999999995	140.158
1414	0.1016	71.3	0.033779199999999995	135.368
1415	0.1016	71.3	0.033779199999999995	127.318
1416	0.1016	71.3	0.033779199999999995	127.928
1417	0.1016	71.3	0.033779199999999995	126.648
1418	0.1016	71.3	0.033779199999999995	124.74799999999999
1419	0.1016	71.3	0.033779199999999995	122.21799999999999
1420	0.1016	71.3	0.033779199999999995	121.318
1421	0.1016	71.3	0.033779199999999995	120.79799999999999
1422	0.1016	71.3	0.033779199999999995	118.01799999999999
1423	0.1016	71.3	0.033779199999999995	116.10799999999999
1424	0.1016	71.3	0.033779199999999995	113.958
1425	0.1016	55.5	0.0368233	132.304
1426	0.1016	55.5	0.0368233	133.29399999999998
1427	0.1016	55.5	0.0368233	135.674
1428	0.1016	55.5	0.0368233	136.414
1429	0.1016	55.5	0.0368233	133.774
1430	0.1016	55.5	0.0368233	124.244
1431	0.1016	55.5	0.0368233	125.11399999999999
1432	0.1016	55.5	0.0368233	125.484
1433	0.1016	55.5	0.0368233	124.214
1434	0.1016	55.5	0.0368233	121.824
1435	0.1016	55.5	0.0368233	118.564
1436	0.1016	55.5	0.0368233	117.054
1437	0.1016	55.5	0.0368233	116.914
1438	0.1016	55.5	0.0368233	114.404
1439	0.1016	55.5	0.0368233	112.014
1440	0.1016	55.5	0.0368233	110.124
1441	0.1016	39.6	0.0408268	128.545
1442	0.1016	39.6	0.0408268	129.675
1443	0.1016	39.6	0.0408268	129.415
1444	0.1016	39.6	0.0408268	128.265
1445	0.1016	39.6	0.0408268	122.205
1446	0.1016	39.6	0.0408268	121.315
1447	0.1016	39.6	0.0408268	122.315
1448	0.1016	39.6	0.0408268	122.435
1449	0.1016	39.6	0.0408268	121.165
1450	0.1016	39.6	0.0408268	117.875
1451	0.1016	39.6	0.0408268	114.085
1452	0.1016	39.6	0.0408268	113.315
1453	0.1016	39.6	0.0408268	113.055
1454	0.1016	39.6	0.0408268	110.905
1455	0.1016	39.6	0.0408268	108.625
1456	0.1016	39.6	0.0408268	107.985
1457	0.1016	31.7	0.0418756	124.98700000000001
1458	0.1016	31.7	0.0418756	125.85700000000001
1459	0.1016	31.7	0.0418756	124.71700000000001
1460	0.1016	31.7	0.0418756	123.20700000000001
1461	0.1016	31.7	0.0418756	118.667
1462	0.1016	31.7	0.0418756	119.287
1463	0.1016	31.7	0.0418756	120.037
1464	0.1016	31.7	0.0418756	119.777
1465	0.1016	31.7	0.0418756	118.76700000000001
1466	0.1016	31.7	0.0418756	114.477
1467	0.1016	31.7	0.0418756	110.447
1468	0.1016	31.7	0.0418756	110.31700000000001
1469	0.1016	31.7	0.0418756	110.307
1470	0.1016	31.7	0.0418756	108.40700000000001
1471	0.1016	31.7	0.0418756	107.147
1472	0.1016	31.7	0.0418756	107.26700000000001
1473	0.1016	71.3	0.0437259	130.898
1474	0.1016	71.3	0.0437259	132.158
1475	0.1016	71.3	0.0437259	133.808
1476	0.1016	71.3	0.0437259	134.058
1477	0.1016	71.3	0.0437259	130.638
1478	0.1016	71.3	0.0437259	122.288
1479	0.1016	71.3	0.0437259	124.18799999999999
1480	0.1016	71.3	0.0437259	124.43799999999999
1481	0.1016	71.3	0.0437259	123.178
1482	0.1016	71.3	0.0437259	121.52799999999999
1483	0.1016	71.3	0.0437259	119.88799999999999
1484	0.1016	71.3	0.0437259	118.99799999999999
1485	0.1016	71.3	0.0437259	116.46799999999999
1486	0.1016	71.3	0.0437259	113.29799999999999
1487	0.1016	39.6	0.0528487	123.514
1488	0.1016	39.6	0.0528487	124.64399999999999
1489	0.1016	39.6	0.0528487	122.75399999999999
1490	0.1016	39.6	0.0528487	120.484
1491	0.1016	39.6	0.0528487	115.304
1492	0.1016	39.6	0.0528487	118.084
1493	0.1016	39.6	0.0528487	118.964
1494	0.1016	39.6	0.0528487	119.22399999999999
1495	0.1016	39.6	0.0528487	118.214
1496	0.1016	39.6	0.0528487	114.554
1497	0.1016	39.6	0.0528487	110.89399999999999
1498	0.1016	39.6	0.0528487	110.264
1499	0.1016	39.6	0.0528487	109.25399999999999
1500	0.1016	39.6	0.0528487	106.604
1501	0.1016	39.6	0.0528487	106.22399999999999
1502	0.1016	39.6	0.0528487	104.204
